"scheme_name","source_sheet","meter_label","linked_unit_label","meter_type","provisional_meter_key","prepaid","pq_factor","latest_reading","latest_reading_date","history_points"
"Carissa Lane","Carissa Lane","CL 08A","CL 08A","UNIT","CL_08A","","3,7556","88728","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 09","CL 09","UNIT","CL_09","","3,7556","29180","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 10","CL 10","UNIT","CL_10","","3,696","73270","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 11","CL 11","UNIT","CL_11","","3,7556","57526","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 12","CL 12","UNIT","CL_12","","2,7422","37015","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 13B","CL 13B","UNIT","CL_13B","","2,5335","17703","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 14","CL 14","UNIT","CL_14","","4,2622","24691","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 15","CL 15","UNIT","CL_15","","3,7556","59655","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 16","CL 16","UNIT","CL_16","","2,6826","18025","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 17","CL 17","UNIT","CL_17","","3,7257","24992","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 18","CL 18","UNIT","CL_18","","3,7556","58146","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 19","CL 19","UNIT","CL_19","","3,7556","22924","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 20","CL 20","UNIT","CL_20","","2,7422","7243","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 21","CL 21","UNIT","CL_21","","2,7422","48012","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 22","CL 22","UNIT","CL_22","","3,7556","95354","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 23","CL 23","UNIT","CL_23","","3,7854","28403","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 24","CL 24","UNIT","CL_24","","3,7556","49854","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 25","CL 25","UNIT","CL_25","","2,7422","93636","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 26","CL 26","UNIT","CL_26","","2,772","99771","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 27","CL 27","UNIT","CL_27","","2,772","98667","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 28","CL 28","UNIT","CL_28","","2,772","95675","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 29","CL 29","UNIT","CL_29","","2,772","46165","2026/03/05","99"
"Carissa Lane","Carissa Lane","CL 30","CL 30","UNIT","CL_30","","2,772","91384","2026/03/05","99"
"Carissa Lane","Carissa Lane","Com01","Com01","UNIT","Com01","",,"12771","2026/03/05","39"
"Carissa Lane","Carissa Lane","Com02","Com02","UNIT","Com02","",,"949","2026/03/05","39"
"Carissa Lane","Carissa Lane","Com03","Com03","UNIT","Com03","",,"1737","2026/03/05","39"
"Carissa Lane","Carissa Lane","Bulk 1",,"BULK","Bulk_1","",,"1605494","2026/03/05","99"
"Bonifay Court","Bonifay Court","BC 01","BC 01","UNIT","BC_01","","0,041666666666666664","333282","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 02","BC 02","UNIT","BC_02","","0,041666666666666664","323408","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 03","BC 03","UNIT","BC_03","","0,041666666666666664","45298","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 04","BC 04","UNIT","BC_04","","0,041666666666666664","368725","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 05","BC 05","UNIT","BC_05","","0,041666666666666664","262002","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 06","BC 06","UNIT","BC_06","","0,041666666666666664","514758","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 07","BC 07","UNIT","BC_07","","0,041666666666666664","559749","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 08","BC 08","UNIT","BC_08","","0,041666666666666664","52503","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 09","BC 09","UNIT","BC_09","","0,041666666666666664","327847","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 10","BC 10","UNIT","BC_10","","0,041666666666666664","441211","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 11","BC 11","UNIT","BC_11","","0,041666666666666664","364562","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 12","BC 12","UNIT","BC_12","","0,041666666666666664","29747","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 13","BC 13","UNIT","BC_13","","0,041666666666666664","345276","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 14","BC 14","UNIT","BC_14","","0,041666666666666664","413148","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 15","BC 15","UNIT","BC_15","","0,041666666666666664","337487","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 16","BC 16","UNIT","BC_16","","0,041666666666666664","57027","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 17","BC 17","UNIT","BC_17","","0,041666666666666664","354262","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 18","BC 18","UNIT","BC_18","","0,041666666666666664","320089","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 19","BC 19","UNIT","BC_19","","0,041666666666666664","388314","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 20","BC 20","UNIT","BC_20","","0,041666666666666664","477319","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 21","BC 21","UNIT","BC_21","","0,041666666666666664","186790","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 22","BC 22","UNIT","BC_22","","0,041666666666666664","403029","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 23","BC 23","UNIT","BC_23","","0,041666666666666664","445095","2026/03/03","11"
"Bonifay Court","Bonifay Court","BC 24","BC 24","UNIT","BC_24","","0,041666666666666664","310938","2026/03/03","11"
"Granistar Heights","Granistar Heights","GH 01","GH 01","UNIT","GH_01","","3,1378","76693","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 02","GH 02","UNIT","GH_02","","2,8292","84630","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 03","GH 03","UNIT","GH_03","","12,4484","486855","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 04","GH 04","UNIT","GH_04","","6,9444","24869","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 05","GH 05","UNIT","GH_05","","3,6008","123776","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 06","GH 06","UNIT","GH_06","","5,4527","66936","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 06 Second Meter","GH 06 Second Meter","UNIT","GH_06_Second_Meter","","1,0802","92753","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 08","GH 08","UNIT","GH_08","","5,1955","38362","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 09","GH 09","UNIT","GH_09","","3,5494",,,"0"
"Granistar Heights","Granistar Heights","GH 10","GH 10","UNIT","GH_10","","3,4465",,,"0"
"Granistar Heights","Granistar Heights","GH 11","GH 11","UNIT","GH_11","","2,0062",,,"0"
"Granistar Heights","Granistar Heights","GH 12","GH 12","UNIT","GH_12","","3,035","104330","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 13","GH 13","UNIT","GH_13","","7,0988","202687","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 14A","GH 14A","UNIT","GH_14A","","5,9156","55861","2021/12/30","44"
"Granistar Heights","Granistar Heights","GH 15","GH 15","UNIT","GH_15","","5,0412","140800","2021/12/30","47"
"Granistar Heights","Granistar Heights","GH 16","GH 16","UNIT","GH_16","","2,3663","102913","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 17","GH 17","UNIT","GH_17","","3,035","33368","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 18","GH 18","UNIT","GH_18","","7,2531","173484","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 19","GH 19","UNIT","GH_19","","3,035","24919","2021/12/30","48"
"Granistar Heights","Granistar Heights","GH 20","GH 20","UNIT","GH_20","","3,1893","108736","2021/12/30","47"
"Granistar Heights","Granistar Heights","GH 21","GH 21","UNIT","GH_21","","4,0638","90212","2021/12/30","46"
"Granistar Heights","Granistar Heights","** CellC / GH 07","** CellC / GH 07","UNIT","CellC_GH_07","",,"419289","2021/12/30","48"
"Granistar Heights","Granistar Heights","** A","** A","UNIT","A","",,"48853","2021/12/30","48"
"Granistar Heights","Granistar Heights","** B","** B","UNIT","B","",,"31724","2021/12/30","48"
"Granistar Heights","Granistar Heights","** C","** C","UNIT","C","",,"625","2021/12/30","48"
"Granistar Heights","Granistar Heights","Bulk 1",,"BULK","Bulk_1","",,"289666","2021/12/30","41"
"Mang Court","Mang Court","MC 01","MC 01","UNIT","MC_01","","16,66666667",,,"0"
"Mang Court","Mang Court","MC 02","MC 02","UNIT","MC_02","","16,66666667",,,"0"
"Mang Court","Mang Court","MC 03","MC 03","UNIT","MC_03","","16,66666667",,,"0"
"Mang Court","Mang Court","MC 04","MC 04","UNIT","MC_04","","16,66666667",,,"0"
"Mang Court","Mang Court","MC 05","MC 05","UNIT","MC_05","","16,66666667",,,"0"
"Mang Court","Mang Court","MC 06","MC 06","UNIT","MC_06","","16,66666667",,,"0"
"Mang Court","Mang Court","Bulk 1",,"BULK","Bulk_1","",,,,"0"
"Vilino Glen","Vilino Glen","VG 01","VG 01","UNIT","VG_01","1","2,382403","16935","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 02","VG 02","UNIT","VG_02","1","2,382403","23041","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 03","VG 03","UNIT","VG_03","1","2,382403","16172","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 04","VG 04","UNIT","VG_04","1","2,382403","15198","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 05","VG 05","UNIT","VG_05","1","2,382403","13567","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 06","VG 06","UNIT","VG_06","1","2,382403","10925","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 07","VG 07","UNIT","VG_07","1","2,382403","17349","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 08A","VG 08A","UNIT","VG_08A","1","2,382403","10284","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 09","VG 09","UNIT","VG_09","1","2,382403","17759","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 10","VG 10","UNIT","VG_10","1","2,382403","10792","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 11","VG 11","UNIT","VG_11","1","2,382403","15325","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 12","VG 12","UNIT","VG_12","1","2,382297","13477","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 13","VG 13","UNIT","VG_13","1","2,382297","15969","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 14A","VG 14A","UNIT","VG_14A","1","2,382297","17875","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 15","VG 15","UNIT","VG_15","1","2,382297","26953","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 16","VG 16","UNIT","VG_16","1","2,382297","11795","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 17","VG 17","UNIT","VG_17","1","2,382297","6191","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 18","VG 18","UNIT","VG_18","1","2,382297","18019","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 19 A","VG 19 A","UNIT","VG_19_A","1","2,382297","7407","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 20A","VG 20A","UNIT","VG_20A","1","2,382297","8732","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 21","VG 21","UNIT","VG_21","1","2,382297","8700","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 22","VG 22","UNIT","VG_22","1","3,922106","23046","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 23","VG 23","UNIT","VG_23","1","3,980191","6242","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 24","VG 24","UNIT","VG_24","1","2,382297","17786","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 25","VG 25","UNIT","VG_25","1","3,021503","13996","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 26","VG 26","UNIT","VG_26","1","3,021503","9845","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 27","VG 27","UNIT","VG_27","1","2,382297","16022","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 28","VG 28","UNIT","VG_28","1","3,021503","13394","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 29","VG 29","UNIT","VG_29","1","2,382297","18649","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 30","VG 30","UNIT","VG_30","1","2,382297","9644","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 31","VG 31","UNIT","VG_31","1","2,382297","10574","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 32","VG 32","UNIT","VG_32","1","3,922106","18200","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 33","VG 33","UNIT","VG_33","1","3,021503","21598","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 34","VG 34","UNIT","VG_34","1","2,382297","14894","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 35","VG 35","UNIT","VG_35","1","3,951209","18076","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 36","VG 36","UNIT","VG_36","1","3,050591","10002","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 37","VG 37","UNIT","VG_37","1","2,382297","13508","2026/01/31","99"
"Vilino Glen","Vilino Glen","VG 38","VG 38","UNIT","VG_38","1","2,382297","15354","2026/01/31","99"
"Vilino Glen","Vilino Glen","** Gate",,"COMMON","Gate","",,"0","2026/01/31","99"
"Vilino Glen","Vilino Glen","Bulk 1",,"BULK","Bulk_1","",,"95534","2026/01/31","99"
"Hazelmere","Hazelmere","HM 01","HM 01","UNIT","HM_01","","1,059716454246026","42067","2026/03/03","98"
"Hazelmere","Hazelmere","HM 02","HM 02","UNIT","HM_02","","1,675497637118717","17912","2026/03/03","98"
"Hazelmere","Hazelmere","HM 03","HM 03","UNIT","HM_03","","1,675497637118717","39375","2026/03/03","98"
"Hazelmere","Hazelmere","HM 04","HM 04","UNIT","HM_04","","1,059716454246026","87793","2026/03/03","98"
"Hazelmere","Hazelmere","HM 05","HM 05","UNIT","HM_05","","1,675497637118717","10730","2026/03/03","98"
"Hazelmere","Hazelmere","HM 06","HM 06","UNIT","HM_06","","1,8330230559931262","74423","2026/03/03","98"
"Hazelmere","Hazelmere","HM 07","HM 07","UNIT","HM_07","","1,675497637118717","28458","2026/03/03","98"
"Hazelmere","Hazelmere","HM 08","HM 08","UNIT","HM_08","","1,0310754689961334","75651","2026/03/03","98"
"Hazelmere","Hazelmere","HM 09","HM 09","UNIT","HM_09","","1,2745238436202206","86382","2026/03/03","98"
"Hazelmere","Hazelmere","HM 10","HM 10","UNIT","HM_10","","1,7900615781182874","36602","2026/03/03","98"
"Hazelmere","Hazelmere","HM 11","HM 11","UNIT","HM_11","","1,059716454246026","15588","2026/03/03","98"
"Hazelmere","Hazelmere","HM 12","HM 12","UNIT","HM_12","","1,059716454246026","98388","2026/03/03","98"
"Hazelmere","Hazelmere","HM 13","HM 13","UNIT","HM_13","","1,059716454246026","10121","2026/03/03","98"
"Hazelmere","Hazelmere","HM 14","HM 14","UNIT","HM_14","","1,8330230559931262","27818","2026/03/03","98"
"Hazelmere","Hazelmere","HM 15A","HM 15A","UNIT","HM_15A","","1,675497637118717","46044","2026/03/03","98"
"Hazelmere","Hazelmere","HM 16","HM 16","UNIT","HM_16","","1,059716454246026","96029","2026/03/03","98"
"Hazelmere","Hazelmere","HM 17","HM 17","UNIT","HM_17","","1,6611771444937706","16573","2026/03/03","98"
"Hazelmere","Hazelmere","HM 18","HM 18","UNIT","HM_18","","1,6611771444937706","80994","2026/03/03","98"
"Hazelmere","Hazelmere","HM 19","HM 19","UNIT","HM_19","","1,6611771444937706","72352","2026/03/03","98"
"Hazelmere","Hazelmere","HM 20","HM 20","UNIT","HM_20","","1,059716454246026","97658","2026/03/03","98"
"Hazelmere","Hazelmere","HM 21","HM 21","UNIT","HM_21","","1,059716454246026","13768","2026/03/03","98"
"Hazelmere","Hazelmere","HM 22","HM 22","UNIT","HM_22","","1,675497637118717","84896","2026/03/03","98"
"Hazelmere","Hazelmere","HM 23","HM 23","UNIT","HM_23","","1,675497637118717","59746","2026/03/03","98"
"Hazelmere","Hazelmere","HM 24","HM 24","UNIT","HM_24","","1,81870256336818","72156","2026/03/03","98"
"Hazelmere","Hazelmere","HM 25","HM 25","UNIT","HM_25","","1,675497637118717","56899","2026/03/03","98"
"Hazelmere","Hazelmere","HM 26","HM 26","UNIT","HM_26","","1,0310754689961334","19679","2026/03/03","98"
"Hazelmere","Hazelmere","HM 27","HM 27","UNIT","HM_27","","1,675497637118717","42785","2026/03/03","98"
"Hazelmere","Hazelmere","HM 28","HM 28","UNIT","HM_28","","1,675497637118717","7182","2026/03/03","98"
"Hazelmere","Hazelmere","HM 29","HM 29","UNIT","HM_29","","1,059716454246026","42343","2026/03/03","98"
"Hazelmere","Hazelmere","HM 30A","HM 30A","UNIT","HM_30A","","1,675497637118717","88228","2026/03/03","98"
"Hazelmere","Hazelmere","HM 31","HM 31","UNIT","HM_31","","1,675497637118717","88818","2026/03/03","98"
"Hazelmere","Hazelmere","HM 32","HM 32","UNIT","HM_32","","1,288844336245167","43309","2026/03/03","98"
"Hazelmere","Hazelmere","HM 33","HM 33","UNIT","HM_33","","1,059716454246026","48182","2026/03/03","98"
"Hazelmere","Hazelmere","HM 34","HM 34","UNIT","HM_34","","1,4320492624946297","72397","2026/03/03","98"
"Hazelmere","Hazelmere","HM 35A","HM 35A","UNIT","HM_35A","","1,059716454246026","8376","2026/03/03","98"
"Hazelmere","Hazelmere","HM 36A","HM 36A","UNIT","HM_36A","","0,9308320206215094","26259","2026/03/03","98"
"Hazelmere","Hazelmere","HM 37","HM 37","UNIT","HM_37","","1,059716454246026","67733","2026/03/03","98"
"Hazelmere","Hazelmere","HM 38","HM 38","UNIT","HM_38","","1,059716454246026","58803","2026/03/03","98"
"Hazelmere","Hazelmere","HM 39","HM 39","UNIT","HM_39","","1,059716454246026","22942","2026/03/03","98"
"Hazelmere","Hazelmere","HM 40A","HM 40A","UNIT","HM_40A","","2,1480738937419446","36253","2026/03/03","98"
"Hazelmere","Hazelmere","HM 41","HM 41","UNIT","HM_41","","1,675497637118717","37920","2026/03/03","98"
"Hazelmere","Hazelmere","HM 42","HM 42","UNIT","HM_42","","1,2602033509952741","35881","2026/03/03","98"
"Hazelmere","Hazelmere","HM 43","HM 43","UNIT","HM_43","","1,2602033509952741","9263","2026/03/03","98"
"Hazelmere","Hazelmere","HM 44","HM 44","UNIT","HM_44","","2,1910353716167834","0","2026/03/03","98"
"Hazelmere","Hazelmere","HM 45","HM 45","UNIT","HM_45","","1,675497637118717","8891","2026/03/03","98"
"Hazelmere","Hazelmere","HM 46","HM 46","UNIT","HM_46","","1,059716454246026","3274","2026/03/03","98"
"Hazelmere","Hazelmere","HM 47","HM 47","UNIT","HM_47","","1,059716454246026","24714","2026/03/03","98"
"Hazelmere","Hazelmere","HM 48","HM 48","UNIT","HM_48","","1,059716454246026","9345","2026/03/03","98"
"Hazelmere","Hazelmere","HM 49","HM 49","UNIT","HM_49","","2,3199198052413004","42309","2026/03/03","98"
"Hazelmere","Hazelmere","HM 50 A","HM 50 A","UNIT","HM_50_A","","1,288844336245167","22184","2026/03/03","98"
"Hazelmere","Hazelmere","HM 51","HM 51","UNIT","HM_51","","2,448804238865817","15987","2026/03/03","98"
"Hazelmere","Hazelmere","HM 52","HM 52","UNIT","HM_52","","1,732779607618502","12861","2026/03/03","98"
"Hazelmere","Hazelmere","HM 53","HM 53","UNIT","HM_53","","1,0883574394959186","63730","2026/03/03","98"
"Hazelmere","Hazelmere","** HM 17","** HM 17","UNIT","HM_17","",,"2127","2026/03/03","98"
"Hazelmere","Hazelmere","** HM 51","** HM 51","UNIT","HM_51","",,"7516","2026/03/03","98"
"Hazelmere","Hazelmere","** HM 39","** HM 39","UNIT","HM_39","",,"10272","2026/03/03","98"
"Hazelmere","Hazelmere","Com Store 1",,"COMMON","Com_Store_1","",,"15138","2026/03/03","98"
"Hazelmere","Hazelmere","Com Store 2",,"COMMON","Com_Store_2","",,"4425","2026/03/03","98"
"Hazelmere","Hazelmere","Com Store 3",,"COMMON","Com_Store_3","",,"60162","2026/03/03","98"
"Hazelmere","Hazelmere","Bulk 1",,"BULK","Bulk_1","*160",,"68","2026/03/03","98"
"Hazelmere","Hazelmere","Bulk 2",,"BULK","Bulk_2","*160",,"5201","2026/03/03","98"
"Hazelmere","Hazelmere","Bulk 3",,"BULK","Bulk_3","*160",,"1006","2026/03/03","98"
"Hazelmere","Hazelmere","Com07 - Public","Com07 - Public","UNIT","Com07_Public","",,"35100","2026/03/03","88"
"Hazelmere","Hazelmere","HM 32 Garage","HM 32 Garage","UNIT","HM_32_Garage","",,"1513","2026/03/03","20"
"Akasia","Akasia","AK 01 / FL 16","AK 01 / FL 16","UNIT","AK_01_FL_16","",,"23,37","2024/10/01","12"
"Akasia","Akasia","AK 02 / FL 15","AK 02 / FL 15","UNIT","AK_02_FL_15","",,"29,01","2024/10/01","12"
"Akasia","Akasia","AK 03 / FL 14","AK 03 / FL 14","UNIT","AK_03_FL_14","",,"22,18","2024/10/01","12"
"Akasia","Akasia","AK 04 / FL 13","AK 04 / FL 13","UNIT","AK_04_FL_13","",,"44,74","2024/10/01","12"
"Akasia","Akasia","AK 05 / FL 12","AK 05 / FL 12","UNIT","AK_05_FL_12","",,"18,3","2024/10/01","12"
"Akasia","Akasia","AK 06 / FL 11","AK 06 / FL 11","UNIT","AK_06_FL_11","",,"26,2","2024/10/01","12"
"Akasia","Akasia","AK 07 / FL 116","AK 07 / FL 116","UNIT","AK_07_FL_116","",,"21,29","2024/10/01","12"
"Akasia","Akasia","AK 08 / FL 117","AK 08 / FL 117","UNIT","AK_08_FL_117","",,"26,18","2024/10/01","12"
"Akasia","Akasia","AK 09 / FL 118","AK 09 / FL 118","UNIT","AK_09_FL_118","",,"0","2024/10/01","12"
"Akasia","Akasia","AK 10 / FL 119","AK 10 / FL 119","UNIT","AK_10_FL_119","",,"6,75","2024/10/01","12"
"Akasia","Akasia","AK 11 / FL 120","AK 11 / FL 120","UNIT","AK_11_FL_120","",,"2,17","2024/10/01","12"
"Akasia","Akasia","AK 12 / FL 112","AK 12 / FL 112","UNIT","AK_12_FL_112","",,"38,07","2024/10/01","12"
"Akasia","Akasia","AK 13 / FL 113","AK 13 / FL 113","UNIT","AK_13_FL_113","",,"9,17","2024/10/01","12"
"Akasia","Akasia","AK 14 / FL 114","AK 14 / FL 114","UNIT","AK_14_FL_114","",,"11,03","2024/10/01","12"
"Akasia","Akasia","AK 15 / FL 115","AK 15 / FL 115","UNIT","AK_15_FL_115","",,"0","2024/10/01","12"
"Akasia","Akasia","AK 16 / FL 26","AK 16 / FL 26","UNIT","AK_16_FL_26","",,"19,69","2024/10/01","12"
"Akasia","Akasia","AK 17 / FL 25","AK 17 / FL 25","UNIT","AK_17_FL_25","",,"10,11","2024/10/01","12"
"Akasia","Akasia","AK 18 / FL 24","AK 18 / FL 24","UNIT","AK_18_FL_24","",,"30,37","2024/10/01","12"
"Akasia","Akasia","AK 19 / FL 23","AK 19 / FL 23","UNIT","AK_19_FL_23","",,"11,14","2024/10/01","12"
"Akasia","Akasia","AK 20 / FL 22","AK 20 / FL 22","UNIT","AK_20_FL_22","",,"26,02","2024/10/01","12"
"Akasia","Akasia","AK 21 / FL 21","AK 21 / FL 21","UNIT","AK_21_FL_21","",,"15,6","2024/10/01","12"
"Akasia","Akasia","AK 22 / FL 216","AK 22 / FL 216","UNIT","AK_22_FL_216","",,"26,56","2024/10/01","12"
"Akasia","Akasia","AK 23 / FL 217","AK 23 / FL 217","UNIT","AK_23_FL_217","",,"31,36","2024/10/01","12"
"Akasia","Akasia","AK 24 / FL 218","AK 24 / FL 218","UNIT","AK_24_FL_218","",,"24,54","2024/10/01","12"
"Akasia","Akasia","AK 25 / FL 219","AK 25 / FL 219","UNIT","AK_25_FL_219","",,"0","2024/10/01","12"
"Akasia","Akasia","AK 26 / FL 220","AK 26 / FL 220","UNIT","AK_26_FL_220","",,"11,1","2024/10/01","12"
"Akasia","Akasia","AK 27 / FL 212","AK 27 / FL 212","UNIT","AK_27_FL_212","",,"25,18","2024/10/01","12"
"Akasia","Akasia","AK 28 / FL 213","AK 28 / FL 213","UNIT","AK_28_FL_213","",,"58,81","2024/10/01","12"
"Akasia","Akasia","AK 29 / FL 214","AK 29 / FL 214","UNIT","AK_29_FL_214","",,"8,56","2024/10/01","12"
"Akasia","Akasia","AK 30 / FL 215","AK 30 / FL 215","UNIT","AK_30_FL_215","",,"29,84","2024/10/01","12"
"Akasia","Akasia","AK 31 / FL 36","AK 31 / FL 36","UNIT","AK_31_FL_36","",,"38,1","2024/10/01","12"
"Akasia","Akasia","AK 32 / FL 35","AK 32 / FL 35","UNIT","AK_32_FL_35","",,"0","2024/10/01","12"
"Akasia","Akasia","AK 33 FL 34","AK 33 FL 34","UNIT","AK_33_FL_34","",,"25,22","2024/10/01","12"
"Akasia","Akasia","AK 34 / FL 33","AK 34 / FL 33","UNIT","AK_34_FL_33","",,"46,95","2024/10/01","12"
"Akasia","Akasia","AK 35 / FL 32","AK 35 / FL 32","UNIT","AK_35_FL_32","",,"15,82","2024/10/01","12"
"Akasia","Akasia","AK 36 / FL 31","AK 36 / FL 31","UNIT","AK_36_FL_31","",,"38,6","2024/10/01","12"
"Akasia","Akasia","AK 37 / FL 316","AK 37 / FL 316","UNIT","AK_37_FL_316","",,"4,01","2024/10/01","12"
"Akasia","Akasia","AK 38 / FL 317","AK 38 / FL 317","UNIT","AK_38_FL_317","",,"20,61","2024/10/01","12"
"Akasia","Akasia","AK 39 / FL 318","AK 39 / FL 318","UNIT","AK_39_FL_318","",,"67,18","2024/10/01","12"
"Akasia","Akasia","AK 40 / FL 319","AK 40 / FL 319","UNIT","AK_40_FL_319","",,"5,64","2024/10/01","12"
"Akasia","Akasia","AK 41 / FL 320","AK 41 / FL 320","UNIT","AK_41_FL_320","",,"38,18","2024/10/01","12"
"Akasia","Akasia","AK 42 / FL 312","AK 42 / FL 312","UNIT","AK_42_FL_312","",,"23,33","2024/10/01","12"
"Akasia","Akasia","AK 43 / FL 313","AK 43 / FL 313","UNIT","AK_43_FL_313","",,"9,32","2024/10/01","12"
"Akasia","Akasia","AK 44 / FL 314","AK 44 / FL 314","UNIT","AK_44_FL_314","",,"32,64","2024/10/01","12"
"Akasia","Akasia","AK 45 / FL 315","AK 45 / FL 315","UNIT","AK_45_FL_315","",,"25,32","2024/10/01","12"
"Akasia","Akasia","AK 46 / FL 46","AK 46 / FL 46","UNIT","AK_46_FL_46","",,"10,6","2024/10/01","12"
"Akasia","Akasia","AK 47 / FL 45","AK 47 / FL 45","UNIT","AK_47_FL_45","",,"110,2","2024/10/01","12"
"Akasia","Akasia","AK 48 / FL 44","AK 48 / FL 44","UNIT","AK_48_FL_44","",,"0","2024/10/01","12"
"Akasia","Akasia","AK 49 / FL 43","AK 49 / FL 43","UNIT","AK_49_FL_43","",,"7,94","2024/10/01","12"
"Akasia","Akasia","AK 50 / FL 42","AK 50 / FL 42","UNIT","AK_50_FL_42","",,"24,34","2024/10/01","12"
"Akasia","Akasia","AK 51 / FL 41","AK 51 / FL 41","UNIT","AK_51_FL_41","",,"96,35","2024/10/01","12"
